timestamp_lectura_csv,zona_aeropuerto,personas_medicion_anterior,personas_medicion_actual,minutos_entre_mediciones,cabinas_baseline,cabinas_recomendado,weather_condition,tiempo_atmosferico,weather_risk_score,weather_delay_multiplier,recommended_extra_boarding_buffer_minutes,boarding_adjusted_pressure_recomendado,boarding_weather_risk_level_recomendado,espera_pasajero_nuevo_baseline_min,espera_pasajero_nuevo_recomendado_min,mejora_espera_pasajero_nuevo_min,mejora_espera_pasajero_nuevo_porcentaje,tiempo_total_pasajero_nuevo_baseline_min,tiempo_total_pasajero_nuevo_recomendado_min,mejora_tiempo_total_min,mejora_tiempo_total_porcentaje,utilizacion_baseline_porcentaje,utilizacion_recomendado_porcentaje,personas_predichas_10min_baseline,personas_predichas_10min_recomendado,mejora_personas_predichas_10min,accion_baseline,accion_recomendada,mensaje_recomendacion
2026-05-16 11:39:18,checkin,10,11,1.0,4,12,wind,Viento,0.41,1.42,19,0.0,Unknown,6.12,0.0,6.12,100.0,9.62,3.5,6.12,63.64,100.0,100.0,21.0,21.0,-0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:39:18,bagdrop,5,7,1.0,2,8,wind,Viento,0.41,1.42,19,0.0,Unknown,5.0,0.0,5.0,100.0,7.0,2.0,5.0,71.43,100.0,100.0,27.0,27.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 6.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:39:18,seguridad,41,43,1.0,2,6,wind,Viento,0.41,1.42,19,0.0,Unknown,24.6,7.4,17.2,69.92,25.8,8.6,17.2,66.67,100.0,100.0,63.0,63.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 7.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:39:18,pasaportes,0,0,1.0,2,8,wind,Viento,0.41,1.42,19,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:39:18,embarque,0,0,1.0,2,4,wind,Viento,0.41,1.42,19,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:40:18,checkin,11,12,1.0,4,12,wind,Viento,0.41,1.42,19,0.0,Unknown,7.0,0.0,7.0,100.0,10.5,3.5,7.0,66.67,100.0,100.0,22.0,22.0,-0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:40:18,bagdrop,7,8,1.0,2,8,wind,Viento,0.41,1.42,19,0.0,Unknown,6.0,0.0,6.0,100.0,8.0,2.0,6.0,75.0,100.0,100.0,18.0,18.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 5.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:40:18,seguridad,43,46,1.0,2,6,wind,Viento,0.41,1.42,19,0.0,Unknown,26.4,8.0,18.4,69.7,27.6,9.2,18.4,66.67,100.0,100.0,76.0,76.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:40:18,pasaportes,0,0,1.0,2,8,wind,Viento,0.41,1.42,19,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:40:18,embarque,0,0,1.0,2,4,wind,Viento,0.41,1.42,19,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:41:18,checkin,12,14,1.0,4,12,wind,Viento,0.41,1.42,19,0.0,Unknown,8.75,0.58,8.17,93.33,12.25,4.08,8.17,66.67,100.0,100.0,34.0,34.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 5.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:41:18,bagdrop,8,8,1.0,2,8,wind,Viento,0.41,1.42,19,0.0,Unknown,6.0,0.0,6.0,100.0,8.0,2.0,6.0,75.0,100.0,100.0,8.0,8.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:41:18,seguridad,46,48,1.0,2,6,wind,Viento,0.41,1.42,19,0.0,Unknown,27.6,8.4,19.2,69.57,28.8,9.6,19.2,66.67,100.0,100.0,68.0,68.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 7.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:41:18,pasaportes,0,0,1.0,2,8,wind,Viento,0.41,1.42,19,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:41:18,embarque,0,0,1.0,2,4,wind,Viento,0.41,1.42,19,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:42:18,checkin,14,16,1.0,4,12,wind,Viento,0.41,1.42,19,0.0,Unknown,10.5,1.17,9.33,88.89,14.0,4.67,9.33,66.67,100.0,100.0,36.0,36.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 5.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:42:18,bagdrop,8,9,1.0,2,8,wind,Viento,0.41,1.42,19,0.0,Unknown,7.0,0.25,6.75,96.43,9.0,2.25,6.75,75.0,100.0,100.0,19.0,19.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 5.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:42:18,seguridad,48,52,1.0,2,6,wind,Viento,0.41,1.42,19,0.0,Unknown,30.0,9.2,20.8,69.33,31.2,10.4,20.8,66.67,100.0,100.0,92.0,92.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 9.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:42:18,pasaportes,0,0,1.0,2,8,wind,Viento,0.41,1.42,19,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:42:18,embarque,0,0,1.0,2,4,wind,Viento,0.41,1.42,19,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:43:18,checkin,16,17,1.0,4,12,normal,Normal,0.03,1.1,0,0.0,Unknown,11.38,1.46,9.92,87.18,14.88,4.96,9.92,66.67,100.0,100.0,27.0,27.0,-0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:43:18,bagdrop,9,9,1.0,2,8,normal,Normal,0.03,1.1,0,0.0,Unknown,7.0,0.25,6.75,96.43,9.0,2.25,6.75,75.0,100.0,100.0,9.0,9.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:43:18,seguridad,52,55,1.0,2,6,normal,Normal,0.03,1.1,0,0.0,Unknown,31.8,9.8,22.0,69.18,33.0,11.0,22.0,66.67,100.0,100.0,85.0,85.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:43:18,pasaportes,0,0,1.0,2,8,normal,Normal,0.03,1.1,0,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:43:18,embarque,0,0,1.0,2,4,normal,Normal,0.03,1.1,0,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:44:18,checkin,17,18,1.0,4,12,normal,Normal,0.03,1.1,0,0.0,Unknown,12.25,1.75,10.5,85.71,15.75,5.25,10.5,66.67,100.0,100.0,28.0,28.0,-0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:44:18,bagdrop,9,9,1.0,2,8,normal,Normal,0.03,1.1,0,0.0,Unknown,7.0,0.25,6.75,96.43,9.0,2.25,6.75,75.0,100.0,100.0,9.0,9.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:44:18,seguridad,55,60,1.0,2,6,normal,Normal,0.03,1.1,0,0.0,Unknown,34.8,10.8,24.0,68.97,36.0,12.0,24.0,66.67,100.0,100.0,110.0,110.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 10.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:44:18,pasaportes,0,0,1.0,2,8,normal,Normal,0.03,1.1,0,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:44:18,embarque,0,0,1.0,2,4,normal,Normal,0.03,1.1,0,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:45:18,checkin,18,20,1.0,4,12,normal,Normal,0.03,1.1,0,0.0,Unknown,14.0,2.33,11.67,83.33,17.5,5.83,11.67,66.67,100.0,100.0,40.0,40.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 5.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:45:18,bagdrop,9,9,1.0,2,8,normal,Normal,0.03,1.1,0,0.0,Unknown,7.0,0.25,6.75,96.43,9.0,2.25,6.75,75.0,100.0,100.0,9.0,9.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:45:18,seguridad,60,62,1.0,2,6,normal,Normal,0.03,1.1,0,0.0,Unknown,36.0,11.2,24.8,68.89,37.2,12.4,24.8,66.67,100.0,100.0,82.0,82.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 7.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:45:18,pasaportes,0,0,1.0,2,8,normal,Normal,0.03,1.1,0,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:45:18,embarque,0,0,1.0,2,4,normal,Normal,0.03,1.1,0,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:46:18,checkin,20,20,1.0,4,12,normal,Normal,0.03,1.1,0,0.0,Unknown,14.0,2.33,11.67,83.33,17.5,5.83,11.67,66.67,100.0,100.0,20.0,20.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 3.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:46:18,bagdrop,9,9,1.0,2,8,normal,Normal,0.03,1.1,0,0.0,Unknown,7.0,0.25,6.75,96.43,9.0,2.25,6.75,75.0,100.0,100.0,9.0,9.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:46:18,seguridad,62,65,1.0,2,6,normal,Normal,0.03,1.1,0,0.0,Unknown,37.8,11.8,26.0,68.78,39.0,13.0,26.0,66.67,100.0,100.0,95.0,95.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:46:18,pasaportes,0,0,1.0,2,8,normal,Normal,0.03,1.1,0,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:46:18,embarque,0,0,1.0,2,4,normal,Normal,0.03,1.1,0,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:47:18,checkin,20,24,1.0,4,12,normal,Normal,0.03,1.1,0,0.0,Unknown,17.5,3.5,14.0,80.0,21.0,7.0,14.0,66.67,100.0,100.0,64.0,64.0,-0.0,CRITICO,CRITICO,Sistema inestable: llegan 7.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:47:18,bagdrop,9,12,1.0,2,8,normal,Normal,0.03,1.1,0,0.0,Unknown,10.0,1.0,9.0,90.0,12.0,3.0,9.0,75.0,100.0,100.0,42.0,42.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 7.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:47:18,seguridad,65,72,1.0,2,6,normal,Normal,0.03,1.1,0,0.0,Unknown,42.0,13.2,28.8,68.57,43.2,14.4,28.8,66.67,100.0,100.0,142.0,142.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 12.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:47:18,pasaportes,0,0,1.0,2,8,normal,Normal,0.03,1.1,0,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:47:18,embarque,0,0,1.0,2,4,normal,Normal,0.03,1.1,0,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:48:18,checkin,24,26,1.0,4,12,normal,Normal,0.09,1.06,4,0.0,Unknown,19.25,4.08,15.17,78.79,22.75,7.58,15.17,66.67,100.0,100.0,46.0,46.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 5.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:48:18,bagdrop,12,13,1.0,2,8,normal,Normal,0.09,1.06,4,0.0,Unknown,11.0,1.25,9.75,88.64,13.0,3.25,9.75,75.0,100.0,100.0,23.0,23.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 5.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:48:18,seguridad,72,77,1.0,2,6,normal,Normal,0.09,1.06,4,0.0,Unknown,45.0,14.2,30.8,68.44,46.2,15.4,30.8,66.67,100.0,100.0,127.0,127.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 10.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:48:18,pasaportes,0,0,1.0,2,8,normal,Normal,0.09,1.06,4,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:48:18,embarque,0,0,1.0,2,4,normal,Normal,0.09,1.06,4,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:49:18,checkin,26,30,1.0,4,12,normal,Normal,0.09,1.06,4,0.0,Unknown,22.75,5.25,17.5,76.92,26.25,8.75,17.5,66.67,100.0,100.0,70.0,70.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 7.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:49:18,bagdrop,13,15,1.0,2,8,normal,Normal,0.09,1.06,4,0.0,Unknown,13.0,1.75,11.25,86.54,15.0,3.75,11.25,75.0,100.0,100.0,35.0,35.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 6.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:49:18,seguridad,77,84,1.0,2,6,normal,Normal,0.09,1.06,4,0.0,Unknown,49.2,15.6,33.6,68.29,50.4,16.8,33.6,66.67,100.0,100.0,154.0,154.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 12.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:49:18,pasaportes,0,0,1.0,2,8,normal,Normal,0.09,1.06,4,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:49:18,embarque,0,0,1.0,2,4,normal,Normal,0.09,1.06,4,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:50:18,checkin,30,33,1.0,4,12,normal,Normal,0.09,1.06,4,0.0,Unknown,25.38,6.12,19.25,75.86,28.88,9.62,19.25,66.67,100.0,100.0,63.0,63.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 6.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:50:18,bagdrop,15,18,1.0,2,8,normal,Normal,0.09,1.06,4,0.0,Unknown,16.0,2.5,13.5,84.38,18.0,4.5,13.5,75.0,100.0,100.0,48.0,48.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 7.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:50:18,seguridad,84,88,1.0,2,6,normal,Normal,0.09,1.06,4,0.0,Unknown,51.6,16.4,35.2,68.22,52.8,17.6,35.2,66.67,100.0,100.0,128.0,128.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 9.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:50:18,pasaportes,0,0,1.0,2,8,normal,Normal,0.09,1.06,4,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:50:18,embarque,0,0,1.0,2,4,normal,Normal,0.09,1.06,4,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:51:18,checkin,33,36,1.0,4,12,normal,Normal,0.09,1.06,4,0.0,Unknown,28.0,7.0,21.0,75.0,31.5,10.5,21.0,66.67,100.0,100.0,66.0,66.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 6.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:51:18,bagdrop,18,19,1.0,2,8,normal,Normal,0.09,1.06,4,0.0,Unknown,17.0,2.75,14.25,83.82,19.0,4.75,14.25,75.0,100.0,100.0,29.0,29.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 5.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:51:18,seguridad,88,93,1.0,2,6,normal,Normal,0.09,1.06,4,0.0,Unknown,54.6,17.4,37.2,68.13,55.8,18.6,37.2,66.67,100.0,100.0,143.0,143.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 10.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:51:18,pasaportes,0,0,1.0,2,8,normal,Normal,0.09,1.06,4,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:51:18,embarque,0,0,1.0,2,4,normal,Normal,0.09,1.06,4,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:52:18,checkin,36,40,1.0,4,12,normal,Normal,0.09,1.06,4,0.0,Unknown,31.5,8.17,23.33,74.07,35.0,11.67,23.33,66.67,100.0,100.0,80.0,80.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 7.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:52:18,bagdrop,19,23,1.0,2,8,normal,Normal,0.09,1.06,4,0.0,Unknown,21.0,3.75,17.25,82.14,23.0,5.75,17.25,75.0,100.0,100.0,63.0,63.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:52:18,seguridad,93,99,1.0,2,6,normal,Normal,0.09,1.06,4,0.0,Unknown,58.2,18.6,39.6,68.04,59.4,19.8,39.6,66.67,100.0,100.0,159.0,159.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 11.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:52:18,pasaportes,0,0,1.0,2,8,normal,Normal,0.09,1.06,4,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:52:18,embarque,0,0,1.0,2,4,normal,Normal,0.09,1.06,4,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:53:18,checkin,40,43,1.0,4,12,normal,Normal,0.09,1.06,4,0.0,Unknown,34.12,9.04,25.08,73.5,37.62,12.54,25.08,66.67,100.0,100.0,73.0,73.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 6.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:53:18,bagdrop,23,25,1.0,2,8,normal,Normal,0.09,1.06,4,0.0,Unknown,23.0,4.25,18.75,81.52,25.0,6.25,18.75,75.0,100.0,100.0,45.0,45.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 6.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:53:18,seguridad,99,105,1.0,2,6,normal,Normal,0.09,1.06,4,0.0,Unknown,61.8,19.8,42.0,67.96,63.0,21.0,42.0,66.67,100.0,100.0,165.0,165.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 11.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:53:18,pasaportes,0,0,1.0,2,8,normal,Normal,0.09,1.06,4,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:53:18,embarque,0,0,1.0,2,4,normal,Normal,0.09,1.06,4,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:54:18,checkin,43,48,1.0,4,12,normal,Normal,0.09,1.06,4,0.0,Unknown,38.5,10.5,28.0,72.73,42.0,14.0,28.0,66.67,100.0,100.0,98.0,98.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:54:18,bagdrop,25,29,1.0,2,8,normal,Normal,0.09,1.06,4,0.0,Unknown,27.0,5.25,21.75,80.56,29.0,7.25,21.75,75.0,100.0,100.0,69.0,69.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
