timestamp_procesado,timestamp_lectura_csv,zona_aeropuerto,personas_medicion_anterior,personas_medicion_actual,minutos_entre_mediciones,personas_atendidas_estimadas_intervalo,personas_llegadas_estimadas_intervalo,tasa_llegada_estimada_personas_min,tiempo_servicio_medio_min_por_persona,tasa_servicio_personas_min_por_cabina,capacidad_total_actual_personas_min,cabinas_activas_actuales,utilizacion_puesto_porcentaje,cola_media_modelo_personas,espera_media_cola_modelo_min,tiempo_total_medio_modelo_min,sistema_estable,espera_estimada_pasajero_nuevo_ahora_min,tiempo_total_estimado_pasajero_nuevo_ahora_min,weather_condition,tiempo_atmosferico,weather_risk_score,weather_delay_multiplier,recommended_extra_boarding_buffer_minutes,boarding_base_pressure,boarding_adjusted_pressure,boarding_weather_risk_level,personas_predichas_en_5_min,espera_pasajero_nuevo_predicha_en_5_min,tiempo_total_pasajero_nuevo_predicho_en_5_min,personas_predichas_en_10_min,espera_pasajero_nuevo_predicha_en_10_min,tiempo_total_pasajero_nuevo_predicho_en_10_min,personas_predichas_en_15_min,espera_pasajero_nuevo_predicha_en_15_min,tiempo_total_pasajero_nuevo_predicho_en_15_min,cabinas_recomendadas,accion_recomendada,mensaje_recomendacion
2026-05-16 11:22:57,2026-05-16 11:35:18,embarque,0,0,1.0,8.0,8.0,8.0,0.5,2.0,8.0,4,100.0,inf,inf,inf,False,0.0,0.5,wind,Viento,0.58,1.39,13,0.0,0.0,Low,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,4,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:23:00,2026-05-16 11:36:18,checkin,7,7,1.0,3.43,3.43,3.43,3.5,0.29,3.43,12,100.0,inf,inf,inf,False,0.0,3.5,wind,Viento,0.58,1.39,13,0.0,0.0,Unknown,7.0,0.0,3.5,7.0,0.0,3.5,7.0,0.0,3.5,12,CRITICO,Sistema inestable: llegan 3.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:23:00,2026-05-16 11:36:18,bagdrop,3,4,1.0,4.0,5.0,5.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,wind,Viento,0.58,1.39,13,0.0,0.0,Unknown,9.0,0.25,2.25,14.0,1.5,3.5,19.0,2.75,4.75,8,CRITICO,Sistema inestable: llegan 5.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:00,2026-05-16 11:36:18,seguridad,29,34,1.0,5.0,10.0,10.0,1.2,0.83,5.0,6,100.0,inf,inf,inf,False,5.6,6.8,wind,Viento,0.58,1.39,13,0.0,0.0,Unknown,59.0,10.6,11.8,84.0,15.6,16.8,109.0,20.6,21.8,6,CRITICO,Sistema inestable: llegan 10.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:23:00,2026-05-16 11:36:18,pasaportes,0,0,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,wind,Viento,0.58,1.39,13,0.0,0.0,Unknown,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:00,2026-05-16 11:36:18,embarque,0,0,1.0,8.0,8.0,8.0,0.5,2.0,8.0,4,100.0,inf,inf,inf,False,0.0,0.5,wind,Viento,0.58,1.39,13,0.0,0.0,Low,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,4,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:23:03,2026-05-16 11:37:18,checkin,7,7,1.0,3.43,3.43,3.43,3.5,0.29,3.43,12,100.0,inf,inf,inf,False,0.0,3.5,wind,Viento,0.58,1.39,13,0.0,0.0,Unknown,7.0,0.0,3.5,7.0,0.0,3.5,7.0,0.0,3.5,12,CRITICO,Sistema inestable: llegan 3.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:23:03,2026-05-16 11:37:18,bagdrop,4,4,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,wind,Viento,0.58,1.39,13,0.0,0.0,Unknown,4.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,2.0,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:03,2026-05-16 11:37:18,seguridad,34,37,1.0,5.0,8.0,8.0,1.2,0.83,5.0,6,100.0,inf,inf,inf,False,6.2,7.4,wind,Viento,0.58,1.39,13,0.0,0.0,Unknown,52.0,9.2,10.4,67.0,12.2,13.4,82.0,15.2,16.4,6,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:23:03,2026-05-16 11:37:18,pasaportes,0,0,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,wind,Viento,0.58,1.39,13,0.0,0.0,Unknown,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:03,2026-05-16 11:37:18,embarque,0,0,1.0,8.0,8.0,8.0,0.5,2.0,8.0,4,100.0,inf,inf,inf,False,0.0,0.5,wind,Viento,0.58,1.39,13,0.0,0.0,Low,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,4,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:23:06,2026-05-16 11:38:18,checkin,7,10,1.0,3.43,6.43,6.43,3.5,0.29,3.43,12,100.0,inf,inf,inf,False,0.0,3.5,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,25.0,3.79,7.29,40.0,8.17,11.67,55.0,12.54,16.04,12,CRITICO,Sistema inestable: llegan 6.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:23:06,2026-05-16 11:38:18,bagdrop,4,5,1.0,4.0,5.0,5.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,10.0,0.5,2.5,15.0,1.75,3.75,20.0,3.0,5.0,8,CRITICO,Sistema inestable: llegan 5.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:06,2026-05-16 11:38:18,seguridad,37,41,1.0,5.0,9.0,9.0,1.2,0.83,5.0,6,100.0,inf,inf,inf,False,7.0,8.2,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,61.0,11.0,12.2,81.0,15.0,16.2,101.0,19.0,20.2,6,CRITICO,Sistema inestable: llegan 9.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:23:06,2026-05-16 11:38:18,pasaportes,0,0,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:06,2026-05-16 11:38:18,embarque,0,0,1.0,8.0,8.0,8.0,0.5,2.0,8.0,4,100.0,inf,inf,inf,False,0.0,0.5,wind,Viento,0.41,1.42,19,0.0,0.0,Low,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,4,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:23:09,2026-05-16 11:39:18,checkin,10,11,1.0,3.43,4.43,4.43,3.5,0.29,3.43,12,100.0,inf,inf,inf,False,0.0,3.5,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,16.0,1.17,4.67,21.0,2.63,6.13,26.0,4.08,7.58,12,CRITICO,Sistema inestable: llegan 4.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:23:09,2026-05-16 11:39:18,bagdrop,5,7,1.0,4.0,6.0,6.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,17.0,2.25,4.25,27.0,4.75,6.75,37.0,7.25,9.25,8,CRITICO,Sistema inestable: llegan 6.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:09,2026-05-16 11:39:18,seguridad,41,43,1.0,5.0,7.0,7.0,1.2,0.83,5.0,6,100.0,inf,inf,inf,False,7.4,8.6,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,53.0,9.4,10.6,63.0,11.4,12.6,73.0,13.4,14.6,6,CRITICO,Sistema inestable: llegan 7.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:23:09,2026-05-16 11:39:18,pasaportes,0,0,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:09,2026-05-16 11:39:18,embarque,0,0,1.0,8.0,8.0,8.0,0.5,2.0,8.0,4,100.0,inf,inf,inf,False,0.0,0.5,wind,Viento,0.41,1.42,19,0.0,0.0,Low,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,4,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:23:12,2026-05-16 11:40:18,checkin,11,12,1.0,3.43,4.43,4.43,3.5,0.29,3.43,12,100.0,inf,inf,inf,False,0.0,3.5,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,17.0,1.46,4.96,22.0,2.92,6.42,27.0,4.38,7.88,12,CRITICO,Sistema inestable: llegan 4.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:23:12,2026-05-16 11:40:18,bagdrop,7,8,1.0,4.0,5.0,5.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,13.0,1.25,3.25,18.0,2.5,4.5,23.0,3.75,5.75,8,CRITICO,Sistema inestable: llegan 5.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:12,2026-05-16 11:40:18,seguridad,43,46,1.0,5.0,8.0,8.0,1.2,0.83,5.0,6,100.0,inf,inf,inf,False,8.0,9.2,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,61.0,11.0,12.2,76.0,14.0,15.2,91.0,17.0,18.2,6,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:23:12,2026-05-16 11:40:18,pasaportes,0,0,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:12,2026-05-16 11:40:18,embarque,0,0,1.0,8.0,8.0,8.0,0.5,2.0,8.0,4,100.0,inf,inf,inf,False,0.0,0.5,wind,Viento,0.41,1.42,19,0.0,0.0,Low,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,4,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:23:15,2026-05-16 11:41:18,checkin,12,14,1.0,3.43,5.43,5.43,3.5,0.29,3.43,12,100.0,inf,inf,inf,False,0.58,4.08,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,24.0,3.5,7.0,34.0,6.42,9.92,44.0,9.33,12.83,12,CRITICO,Sistema inestable: llegan 5.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:23:15,2026-05-16 11:41:18,bagdrop,8,8,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,8.0,0.0,2.0,8.0,0.0,2.0,8.0,0.0,2.0,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:15,2026-05-16 11:41:18,seguridad,46,48,1.0,5.0,7.0,7.0,1.2,0.83,5.0,6,100.0,inf,inf,inf,False,8.4,9.6,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,58.0,10.4,11.6,68.0,12.4,13.6,78.0,14.4,15.6,6,CRITICO,Sistema inestable: llegan 7.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:23:15,2026-05-16 11:41:18,pasaportes,0,0,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,wind,Viento,0.41,1.42,19,0.0,0.0,Unknown,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:15,2026-05-16 11:41:18,embarque,0,0,1.0,8.0,8.0,8.0,0.5,2.0,8.0,4,100.0,inf,inf,inf,False,0.0,0.5,wind,Viento,0.41,1.42,19,0.0,0.0,Low,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,4,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:23:18,2026-05-16 11:43:18,checkin,16,17,1.0,3.43,4.43,4.43,3.5,0.29,3.43,12,100.0,inf,inf,inf,False,1.46,4.96,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,22.0,2.92,6.42,27.0,4.38,7.88,32.0,5.83,9.33,12,CRITICO,Sistema inestable: llegan 4.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:23:18,2026-05-16 11:43:18,bagdrop,9,9,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.25,2.25,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,9.0,0.25,2.25,9.0,0.25,2.25,9.0,0.25,2.25,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:18,2026-05-16 11:43:18,seguridad,52,55,1.0,5.0,8.0,8.0,1.2,0.83,5.0,6,100.0,inf,inf,inf,False,9.8,11.0,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,70.0,12.8,14.0,85.0,15.8,17.0,100.0,18.8,20.0,6,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:23:18,2026-05-16 11:43:18,pasaportes,0,0,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:18,2026-05-16 11:43:18,embarque,0,0,1.0,8.0,8.0,8.0,0.5,2.0,8.0,4,100.0,inf,inf,inf,False,0.0,0.5,normal,Normal,0.03,1.1,0,0.0,0.0,Low,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,4,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:23:21,2026-05-16 11:44:18,checkin,17,18,1.0,3.43,4.43,4.43,3.5,0.29,3.43,12,100.0,inf,inf,inf,False,1.75,5.25,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,23.0,3.21,6.71,28.0,4.67,8.17,33.0,6.13,9.63,12,CRITICO,Sistema inestable: llegan 4.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:23:21,2026-05-16 11:44:18,bagdrop,9,9,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.25,2.25,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,9.0,0.25,2.25,9.0,0.25,2.25,9.0,0.25,2.25,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:21,2026-05-16 11:44:18,seguridad,55,60,1.0,5.0,10.0,10.0,1.2,0.83,5.0,6,100.0,inf,inf,inf,False,10.8,12.0,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,85.0,15.8,17.0,110.0,20.8,22.0,135.0,25.8,27.0,6,CRITICO,Sistema inestable: llegan 10.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:23:21,2026-05-16 11:44:18,pasaportes,0,0,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:21,2026-05-16 11:44:18,embarque,0,0,1.0,8.0,8.0,8.0,0.5,2.0,8.0,4,100.0,inf,inf,inf,False,0.0,0.5,normal,Normal,0.03,1.1,0,0.0,0.0,Low,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,4,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:23:24,2026-05-16 11:45:18,checkin,18,20,1.0,3.43,5.43,5.43,3.5,0.29,3.43,12,100.0,inf,inf,inf,False,2.33,5.83,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,30.0,5.25,8.75,40.0,8.17,11.67,50.0,11.08,14.58,12,CRITICO,Sistema inestable: llegan 5.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:23:24,2026-05-16 11:45:18,bagdrop,9,9,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.25,2.25,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,9.0,0.25,2.25,9.0,0.25,2.25,9.0,0.25,2.25,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:24,2026-05-16 11:45:18,seguridad,60,62,1.0,5.0,7.0,7.0,1.2,0.83,5.0,6,100.0,inf,inf,inf,False,11.2,12.4,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,72.0,13.2,14.4,82.0,15.2,16.4,92.0,17.2,18.4,6,CRITICO,Sistema inestable: llegan 7.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:23:24,2026-05-16 11:45:18,pasaportes,0,0,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:24,2026-05-16 11:45:18,embarque,0,0,1.0,8.0,8.0,8.0,0.5,2.0,8.0,4,100.0,inf,inf,inf,False,0.0,0.5,normal,Normal,0.03,1.1,0,0.0,0.0,Low,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,4,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:23:27,2026-05-16 11:46:18,checkin,20,20,1.0,3.43,3.43,3.43,3.5,0.29,3.43,12,100.0,inf,inf,inf,False,2.33,5.83,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,20.0,2.33,5.83,20.0,2.33,5.83,20.0,2.33,5.83,12,CRITICO,Sistema inestable: llegan 3.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:23:27,2026-05-16 11:46:18,bagdrop,9,9,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.25,2.25,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,9.0,0.25,2.25,9.0,0.25,2.25,9.0,0.25,2.25,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:27,2026-05-16 11:46:18,seguridad,62,65,1.0,5.0,8.0,8.0,1.2,0.83,5.0,6,100.0,inf,inf,inf,False,11.8,13.0,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,80.0,14.8,16.0,95.0,17.8,19.0,110.0,20.8,22.0,6,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:23:27,2026-05-16 11:46:18,pasaportes,0,0,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:27,2026-05-16 11:46:18,embarque,0,0,1.0,8.0,8.0,8.0,0.5,2.0,8.0,4,100.0,inf,inf,inf,False,0.0,0.5,normal,Normal,0.03,1.1,0,0.0,0.0,Low,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,4,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:23:30,2026-05-16 11:47:18,checkin,20,24,1.0,3.43,7.43,7.43,3.5,0.29,3.43,12,100.0,inf,inf,inf,False,3.5,7.0,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,44.0,9.33,12.83,64.0,15.17,18.67,84.0,21.0,24.5,12,CRITICO,Sistema inestable: llegan 7.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:23:30,2026-05-16 11:47:18,bagdrop,9,12,1.0,4.0,7.0,7.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,1.0,3.0,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,27.0,4.75,6.75,42.0,8.5,10.5,57.0,12.25,14.25,8,CRITICO,Sistema inestable: llegan 7.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:30,2026-05-16 11:47:18,seguridad,65,72,1.0,5.0,12.0,12.0,1.2,0.83,5.0,6,100.0,inf,inf,inf,False,13.2,14.4,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,107.0,20.2,21.4,142.0,27.2,28.4,177.0,34.2,35.4,6,CRITICO,Sistema inestable: llegan 12.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:23:30,2026-05-16 11:47:18,pasaportes,0,0,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,normal,Normal,0.03,1.1,0,0.0,0.0,Unknown,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:30,2026-05-16 11:47:18,embarque,0,0,1.0,8.0,8.0,8.0,0.5,2.0,8.0,4,100.0,inf,inf,inf,False,0.0,0.5,normal,Normal,0.03,1.1,0,0.0,0.0,Low,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,4,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:23:33,2026-05-16 11:48:18,checkin,24,26,1.0,3.43,5.43,5.43,3.5,0.29,3.43,12,100.0,inf,inf,inf,False,4.08,7.58,normal,Normal,0.09,1.06,4,0.0,0.0,Unknown,36.0,7.0,10.5,46.0,9.92,13.42,56.0,12.83,16.33,12,CRITICO,Sistema inestable: llegan 5.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:23:33,2026-05-16 11:48:18,bagdrop,12,13,1.0,4.0,5.0,5.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,1.25,3.25,normal,Normal,0.09,1.06,4,0.0,0.0,Unknown,18.0,2.5,4.5,23.0,3.75,5.75,28.0,5.0,7.0,8,CRITICO,Sistema inestable: llegan 5.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:33,2026-05-16 11:48:18,seguridad,72,77,1.0,5.0,10.0,10.0,1.2,0.83,5.0,6,100.0,inf,inf,inf,False,14.2,15.4,normal,Normal,0.09,1.06,4,0.0,0.0,Unknown,102.0,19.2,20.4,127.0,24.2,25.4,152.0,29.2,30.4,6,CRITICO,Sistema inestable: llegan 10.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:23:33,2026-05-16 11:48:18,pasaportes,0,0,1.0,4.0,4.0,4.0,2.0,0.5,4.0,8,100.0,inf,inf,inf,False,0.0,2.0,normal,Normal,0.09,1.06,4,0.0,0.0,Unknown,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,8,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:23:33,2026-05-16 11:48:18,embarque,0,0,1.0,8.0,8.0,8.0,0.5,2.0,8.0,4,100.0,inf,inf,inf,False,0.0,0.5,normal,Normal,0.09,1.06,4,0.0,0.0,Low,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,4,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
